,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
1,0021800269,1610612740,Pelicans,NOP,New Orleans,240:00,0.431,0.287,0.13,0.308,0.516,0.297,0.09,0.275
0,0021800270,1610612755,76ers,PHI,Philadelphia,240:00,0.613,0.347,0.108,0.108,0.586,0.172,0.095,0.391
1,0021800270,1610612739,Cavaliers,CLE,Cleveland,240:00,0.586,0.172,0.095,0.304,0.613,0.347,0.108,0.162
0,0021800271,1610612764,Wizards,WAS,Washington,240:00,0.445,0.19,0.121,0.233,0.586,0.204,0.145,0.347
1,0021800271,1610612761,Raptors,TOR,Toronto,240:00,0.586,0.204,0.145,0.265,0.445,0.19,0.121,0.333
0,0021800272,1610612759,Spurs,SAS,San Antonio,240:00,0.566,0.289,0.151,0.2,0.48,0.091,0.115,0.273
1,0021800272,1610612754,Pacers,IND,Indiana,240:00,0.48,0.091,0.115,0.2,0.566,0.289,0.151,0.244
0,0021800273,1610612748,Heat,MIA,Miami,240:00,0.483,0.356,0.134,0.182,0.41,0.213,0.156,0.288
1,0021800273,1610612741,Bulls,CHI,Chicago,240:00,0.41,0.213,0.156,0.186,0.483,0.356,0.134,0.2
0,0021800274,1610612760,Thunder,OKC,Oklahoma City,240:00,0.5,0.258,0.131,0.196,0.489,0.149,0.136,0.275
1,0021800274,1610612766,Hornets,CHA,Charlotte,240:00,0.489,0.149,0.136,0.216,0.5,0.258,0.131,0.286
0,0021800275,1610612756,Suns,PHX,Phoenix,240:00,0.55,0.244,0.105,0.13,0.54,0.345,0.131,0.22
1,0021800275,1610612749,Bucks,MIL,Milwaukee,240:00,0.54,0.345,0.131,0.14,0.55,0.244,0.105,0.152
0,0021800276,1610612753,Magic,ORL,Orlando,240:00,0.456,0.241,0.153,0.082,0.522,0.183,0.111,0.32
1,0021800276,1610612743,Nuggets,DEN,Denver,240:00,0.522,0.183,0.111,0.24,0.456,0.241,0.153,0.184
0,0021800277,1610612757,Trail Blazers,POR,Portland,240:00,0.457,0.237,0.125,0.2,0.665,0.188,0.148,0.25
1,0021800277,1610612744,Warriors,GSW,Golden State,240:00,0.665,0.188,0.148,0.15,0.457,0.237,0.125,0.283
0,0021800278,1610612762,Jazz,UTA,Utah,240:00,0.412,0.2,0.182,0.13,0.5,0.228,0.227,0.196
1,0021800278,1610612747,Lakers,LAL,Los Angeles,240:00,0.5,0.228,0.227,0.109,0.412,0.2,0.182,0.185
0,0021800279,1610612745,Rockets,HOU,Houston,240:00,0.601,0.378,0.17,0.186,0.528,0.322,0.145,0.51
1,0021800279,1610612739,Cavaliers,CLE,Cleveland,240:00,0.528,0.322,0.145,0.392,0.601,0.378,0.17,0.256
0,0021800280,1610612764,Wizards,WAS,Washington,240:00,0.622,0.256,0.136,0.111,0.539,0.233,0.148,0.16
1,0021800280,1610612740,Pelicans,NOP,New Orleans,240:00,0.539,0.233,0.148,0.14,0.622,0.256,0.136,0.156
0,0021800281,1610612750,Timberwolves,MIN,Minnesota,240:00,0.442,0.223,0.132,0.339,0.457,0.383,0.145,0.208
1,0021800281,1610612741,Bulls,CHI,Chicago,240:00,0.457,0.383,0.145,0.113,0.442,0.223,0.132,0.435
0,0021800282,1610612760,Thunder,OKC,Oklahoma City,240:00,0.403,0.223,0.096,0.275,0.463,0.253,0.166,0.361
1,0021800282,1610612743,Nuggets,DEN,Denver,240:00,0.463,0.253,0.166,0.246,0.403,0.223,0.096,0.348
0,0021800283,1610612742,Mavericks,DAL,Dallas,240:00,0.575,0.241,0.161,0.26,0.535,0.151,0.179,0.304
1,0021800283,1610612738,Celtics,BOS,Boston,240:00,0.535,0.151,0.179,0.196,0.575,0.241,0.161,0.32
0,0021800284,1610612759,Spurs,SAS,San Antonio,240:00,0.587,0.304,0.095,0.191,0.657,0.337,0.123,0.214
1,0021800284,1610612749,Bucks,MIL,Milwaukee,240:00,0.657,0.337,0.123,0.143,0.587,0.304,0.095,0.234
0,0021800285,1610612758,Kings,SAC,Sacramento,240:00,0.49,0.299,0.076,0.217,0.523,0.33,0.145,0.245
1,0021800285,1610612744,Warriors,GSW,Golden State,240:00,0.523,0.33,0.145,0.245,0.49,0.299,0.076,0.267
0,0021800286,1610612753,Magic,ORL,Orlando,240:00,0.511,0.151,0.134,0.176,0.532,0.392,0.17,0.174
1,0021800286,1610612747,Lakers,LAL,Los Angeles,240:00,0.532,0.392,0.17,0.109,0.511,0.151,0.134,0.235
0,0021800287,1610612756,Suns,PHX,Phoenix,240:00,0.561,0.256,0.173,0.233,0.548,0.269,0.125,0.364
1,0021800287,1610612765,Pistons,DET,Detroit,240:00,0.548,0.269,0.125,0.236,0.561,0.256,0.173,0.256
0,0021800288,1610612766,Hornets,CHA,Charlotte,240:00,0.543,0.304,0.113,0.192,0.617,0.117,0.143,0.261
1,0021800288,1610612737,Hawks,ATL,Atlanta,240:00,0.617,0.117,0.143,0.196,0.543,0.304,0.113,0.288
0,0021800289,1610612755,76ers,PHI,Philadelphia,240:00,0.549,0.363,0.089,0.26,0.625,0.227,0.156,0.293
1,0021800289,1610612751,Nets,BKN,Brooklyn,240:00,0.625,0.227,0.156,0.244,0.549,0.363,0.089,0.32
0,0021800290,1610612761,Raptors,TOR,Toronto,240:00,0.583,0.278,0.109,0.244,0.489,0.337,0.071,0.305
1,0021800290,1610612748,Heat,MIA,Miami,240:00,0.489,0.337,0.071,0.288,0.583,0.278,0.109,0.311
0,0021800291,1610612752,Knicks,NYK,New York,240:00,0.418,0.352,0.099,0.233,0.506,0.221,0.083,0.17
1,0021800291,1610612763,Grizzlies,MEM,Memphis,240:00,0.506,0.221,0.083,0.113,0.418,0.352,0.099,0.383
0,0021800292,1610612762,Jazz,UTA,Utah,240:00,0.587,0.359,0.169,0.277,0.524,0.365,0.156,0.174
1,0021800292,1610612758,Kings,SAC,Sacramento,240:00,0.524,0.365,0.156,0.152,0.587,0.359,0.169,0.383
0,0021800293,1610612757,Trail Blazers,POR,Portland,240:00,0.474,0.103,0.123,0.286,0.45,0.378,0.041,0.246
1,0021800293,1610612746,Clippers,LAC,LA,240:00,0.45,0.378,0.041,0.193,0.474,0.103,0.123,0.304
0,0021800294,1610612749,Bucks,MIL,Milwaukee,240:00,0.5,0.233,0.152,0.179,0.549,0.37,0.11,0.152
1,0021800294,1610612766,Hornets,CHA,Charlotte,240:00,0.549,0.37,0.11,0.109,0.5,0.233,0.152,0.268
0,0021800295,1610612750,Timberwolves,MIN,Minnesota,240:00,0.512,0.221,0.094,0.174,0.477,0.163,0.17,0.3
1,0021800295,1610612739,Cavaliers,CLE,Cleveland,240:00,0.477,0.163,0.17,0.18,0.512,0.221,0.094,0.261
0,0021800296,1610612764,Wizards,WAS,Washington,265:00,0.624,0.36,0.121,0.209,0.567,0.278,0.188,0.426
1,0021800296,1610612745,Rockets,HOU,Houston,265:00,0.567,0.278,0.188,0.333,0.624,0.36,0.121,0.233
0,0021800297,1610612759,Spurs,SAS,San Antonio,240:00,0.538,0.097,0.1,0.146,0.544,0.122,0.118,0.204
1,0021800297,1610612741,Bulls,CHI,Chicago,240:00,0.544,0.122,0.118,0.102,0.538,0.097,0.1,0.188
0,0021800298,1610612740,Pelicans,NOP,New Orleans,240:00,0.519,0.377,0.214,0.205,0.593,0.103,0.146,0.36
1,0021800298,1610612738,Celtics,BOS,Boston,240:00,0.593,0.103,0.146,0.28,0.519,0.377,0.214,0.341
0,0021800299,1610612762,Jazz,UTA,Utah,240:00,0.469,0.21,0.195,0.208,0.637,0.202,0.155,0.216
1,0021800299,1610612754,Pacers,IND,Indiana,240:00,0.637,0.202,0.155,0.108,0.469,0.21,0.195,0.229
0,0021800300,1610612753,Magic,ORL,Orlando,240:00,0.522,0.233,0.106,0.118,0.565,0.274,0.151,0.326
1,0021800300,1610612744,Warriors,GSW,Golden State,240:00,0.565,0.274,0.151,0.233,0.522,0.233,0.106,0.235
0,0021800301,1610612752,Knicks,NYK,New York,240:00,0.445,0.352,0.124,0.228,0.519,0.563,0.123,0.191
1,0021800301,1610612765,Pistons,DET,Detroit,240:00,0.519,0.563,0.123,0.149,0.445,0.352,0.124,0.246
0,0021800302,1610612748,Heat,MIA,Miami,240:00,0.534,0.345,0.183,0.216,0.55,0.4,0.222,0.25
1,0021800302,1610612737,Hawks,ATL,Atlanta,240:00,0.55,0.4,0.222,0.227,0.534,0.345,0.183,0.275
0,0021800303,1610612761,Raptors,TOR,Toronto,240:00,0.739,0.406,0.162,0.133,0.565,0.247,0.153,0.326
1,0021800303,1610612763,Grizzlies,MEM,Memphis,240:00,0.565,0.247,0.153,0.256,0.739,0.406,0.162,0.167
0,0021800304,1610612747,Lakers,LAL,Los Angeles,240:00,0.42,0.207,0.121,0.143,0.531,0.155,0.12,0.36
1,0021800304,1610612743,Nuggets,DEN,Denver,240:00,0.531,0.155,0.12,0.32,0.42,0.207,0.121,0.179
0,0021800305,1610612756,Suns,PHX,Phoenix,240:00,0.5,0.196,0.093,0.235,0.483,0.322,0.123,0.393
1,0021800305,1610612754,Pacers,IND,Indiana,240:00,0.483,0.322,0.123,0.304,0.5,0.196,0.093,0.255
0,0021800306,1610612766,Hornets,CHA,Charlotte,240:00,0.482,0.446,0.129,0.102,0.403,0.237,0.18,0.306
1,0021800306,1610612737,Hawks,ATL,Atlanta,240:00,0.403,0.237,0.18,0.258,0.482,0.446,0.129,0.184
0,0021800307,1610612755,76ers,PHI,Philadelphia,240:00,0.609,0.184,0.157,0.19,0.38,0.239,0.142,0.262
1,0021800307,1610612752,Knicks,NYK,New York,240:00,0.38,0.239,0.142,0.18,0.609,0.184,0.157,0.262
0,0021800308,1610612762,Jazz,UTA,Utah,240:00,0.53,0.256,0.186,0.167,0.413,0.326,0.192,0.3
1,0021800308,1610612751,Nets,BKN,Brooklyn,240:00,0.413,0.326,0.192,0.233,0.53,0.256,0.186,0.25
0,0021800309,1610612745,Rockets,HOU,Houston,240:00,0.534,0.264,0.18,0.294,0.641,0.282,0.149,0.425
1,0021800309,1610612742,Mavericks,DAL,Dallas,240:00,0.641,0.282,0.149,0.25,0.534,0.264,0.18,0.412
0,0021800310,1610612749,Bucks,MIL,Milwaukee,240:00,0.563,0.276,0.118,0.167,0.511,0.326,0.106,0.226
1,0021800310,1610612741,Bulls,CHI,Chicago,240:00,0.511,0.326,0.106,0.17,0.563,0.276,0.118,0.167
0,0021800311,1610612759,Spurs,SAS,San Antonio,240:00,0.437,0.149,0.191,0.226,0.596,0.152,0.089,0.327
1,0021800311,1610612750,Timberwolves,MIN,Minnesota,240:00,0.596,0.152,0.089,0.25,0.437,0.149,0.191,0.283
0,0021800312,1610612764,Wizards,WAS,Washington,240:00,0.5,0.168,0.151,0.2,0.542,0.295,0.181,0.451
1,0021800312,1610612740,Pelicans,NOP,New Orleans,240:00,0.542,0.295,0.181,0.333,0.5,0.168,0.151,0.2
0,0021800313,1610612760,Thunder,OKC,Oklahoma City,240:00,0.512,0.174,0.133,0.17,0.444,0.101,0.14,0.211
1,0021800313,1610612739,Cavaliers,CLE,Cleveland,240:00,0.444,0.101,0.14,0.123,0.512,0.174,0.133,0.213
0,0021800314,1610612757,Trail Blazers,POR,Portland,240:00,0.547,0.376,0.122,0.25,0.605,0.185,0.151,0.125
1,0021800314,1610612753,Magic,ORL,Orlando,240:00,0.605,0.185,0.151,0.075,0.547,0.376,0.122,0.308
0,0021800315,1610612756,Suns,PHX,Phoenix,240:00,0.483,0.202,0.159,0.137,0.529,0.372,0.204,0.431
1,0021800315,1610612746,Clippers,LAC,LA,240:00,0.529,0.372,0.204,0.353,0.483,0.202,0.159,0.235
0,0021800316,1610612761,Raptors,TOR,Toronto,265:00,0.606,0.267,0.138,0.159,0.539,0.194,0.137,0.426
1,0021800316,1610612744,Warriors,GSW,Golden State,265:00,0.539,0.194,0.137,0.315,0.606,0.267,0.138,0.295
0,0021800317,1610612747,Lakers,LAL,Los Angeles,240:00,0.529,0.267,0.175,0.229,0.43,0.314,0.162,0.291
1,0021800317,1610612754,Pacers,IND,Indiana,240:00,0.43,0.314,0.162,0.182,0.529,0.267,0.175,0.292
0,0021800318,1610612758,Kings,SAC,Sacramento,240:00,0.516,0.271,0.107,0.314,0.622,0.311,0.096,0.227
1,0021800318,1610612746,Clippers,LAC,LA,240:00,0.622,0.311,0.096,0.182,0.516,0.271,0.107,0.392
0,0021800319,1610612739,Cavaliers,CLE,Cleveland,240:00,0.435,0.455,0.135,0.188,0.625,0.174,0.103,0.326
1,0021800319,1610612738,Celtics,BOS,Boston,240:00,0.625,0.174,0.103,0.279,0.435,0.455,0.135,0.208
0,0021800320,1610612762,Jazz,UTA,Utah,240:00,0.654,0.222,0.144,0.15,0.542,0.137,0.079,0.24
1,0021800320,1610612766,Hornets,CHA,Charlotte,240:00,0.542,0.137,0.079,0.14,0.654,0.222,0.144,0.2
0,0021800321,1610612765,Pistons,DET,Detroit,240:00,0.516,0.174,0.131,0.245,0.448,0.163,0.15,0.196
1,0021800321,1610612741,Bulls,CHI,Chicago,240:00,0.448,0.163,0.15,0.137,0.516,0.174,0.131,0.321
0,0021800322,1610612764,Wizards,WAS,Washington,240:00,0.446,0.207,0.148,0.143,0.5,0.337,0.112,0.345
1,0021800322,1610612755,76ers,PHI,Philadelphia,240:00,0.5,0.337,0.112,0.293,0.446,0.207,0.148,0.196
0,0021800323,1610612763,Grizzlies,MEM,Memphis,290:00,0.554,0.218,0.146,0.204,0.532,0.319,0.165,0.278
1,0021800323,1610612751,Nets,BKN,Brooklyn,290:00,0.532,0.319,0.165,0.204,0.554,0.218,0.146,0.259
0,0021800324,1610612740,Pelicans,NOP,New Orleans,240:00,0.463,0.354,0.16,0.229,0.489,0.258,0.126,0.333
1,0021800324,1610612748,Heat,MIA,Miami,240:00,0.489,0.258,0.126,0.228,0.463,0.354,0.16,0.292
0,0021800325,1610612760,Thunder,OKC,Oklahoma City,240:00,0.625,0.17,0.201,0.167,0.505,0.208,0.188,0.281
1,0021800325,1610612737,Hawks,ATL,Atlanta,240:00,0.505,0.208,0.188,0.246,0.625,0.17,0.201,0.214
0,0021800326,1610612759,Spurs,SAS,San Antonio,240:00,0.512,0.233,0.132,0.184,0.612,0.204,0.06,0.288
1,0021800326,1610612745,Rockets,HOU,Houston,240:00,0.612,0.204,0.06,0.25,0.512,0.233,0.132,0.245
0,0021800327,1610612756,Suns,PHX,Phoenix,240:00,0.446,0.167,0.138,0.173,0.524,0.22,0.128,0.25
1,0021800327,1610612753,Magic,ORL,Orlando,240:00,0.524,0.22,0.128,0.182,0.446,0.167,0.138,0.231
0,0021800328,1610612747,Lakers,LAL,Los Angeles,240:00,0.541,0.372,0.165,0.188,0.453,0.395,0.148,0.218
1,0021800328,1610612742,Mavericks,DAL,Dallas,240:00,0.453,0.395,0.148,0.164,0.541,0.372,0.165,0.229
0,0021800329,1610612757,Trail Blazers,POR,Portland,240:00,0.565,0.247,0.145,0.273,0.54,0.299,0.123,0.308
1,0021800329,1610612743,Nuggets,DEN,Denver,240:00,0.54,0.299,0.123,0.25,0.565,0.247,0.145,0.318
0,0021800330,1610612752,Knicks,NYK,New York,265:00,0.635,0.219,0.146,0.12,0.585,0.33,0.148,0.275
1,0021800330,1610612749,Bucks,MIL,Milwaukee,265:00,0.585,0.33,0.148,0.196,0.635,0.219,0.146,0.18
0,0021800331,1610612744,Warriors,GSW,Golden State,240:00,0.494,0.247,0.148,0.167,0.5,0.204,0.115,0.339
1,0021800331,1610612765,Pistons,DET,Detroit,240:00,0.5,0.204,0.115,0.237,0.494,0.247,0.148,0.229
0,0021800333,1610612764,Wizards,WAS,Washington,240:00,0.57,0.228,0.133,0.05,0.42,0.309,0.19,0.278
1,0021800333,1610612751,Nets,BKN,Brooklyn,240:00,0.42,0.309,0.19,0.204,0.57,0.228,0.133,0.125
0,0021800332,1610612761,Raptors,TOR,Toronto,240:00,0.531,0.313,0.124,0.14,0.415,0.284,0.12,0.321
1,0021800332,1610612739,Cavaliers,CLE,Cleveland,240:00,0.415,0.284,0.12,0.196,0.531,0.313,0.124,0.209
0,0021800334,1610612745,Rockets,HOU,Houston,240:00,0.595,0.357,0.133,0.133,0.489,0.273,0.133,0.196
1,0021800334,1610612741,Bulls,CHI,Chicago,240:00,0.489,0.273,0.133,0.137,0.595,0.357,0.133,0.2
0,0021800335,1610612750,Timberwolves,MIN,Minnesota,240:00,0.506,0.39,0.155,0.18,0.571,0.247,0.138,0.244
1,0021800335,1610612738,Celtics,BOS,Boston,240:00,0.571,0.247,0.138,0.156,0.506,0.39,0.155,0.26
0,0021800336,1610612758,Kings,SAC,Sacramento,240:00,0.522,0.264,0.186,0.264,0.585,0.22,0.23,0.214
1,0021800336,1610612754,Pacers,IND,Indiana,240:00,0.585,0.22,0.23,0.143,0.522,0.264,0.186,0.321
0,0021800337,1610612756,Suns,PHX,Phoenix,240:00,0.468,0.118,0.15,0.123,0.56,0.25,0.173,0.306
1,0021800337,1610612747,Lakers,LAL,Los Angeles,240:00,0.56,0.25,0.173,0.224,0.468,0.118,0.15,0.175
0,0021800338,1610612740,Pelicans,NOP,New Orleans,240:00,0.576,0.279,0.171,0.205,0.484,0.308,0.106,0.236
1,0021800338,1610612766,Hornets,CHA,Charlotte,240:00,0.484,0.308,0.106,0.2,0.576,0.279,0.171,0.25
0,0021800339,1610612762,Jazz,UTA,Utah,240:00,0.5,0.169,0.141,0.196,0.467,0.264,0.129,0.295
1,0021800339,1610612748,Heat,MIA,Miami,240:00,0.467,0.264,0.129,0.23,0.5,0.169,0.141,0.294
0,0021800340,1610612755,76ers,PHI,Philadelphia,240:00,0.541,0.405,0.16,0.075,0.487,0.291,0.148,0.08
1,0021800340,1610612763,Grizzlies,MEM,Memphis,240:00,0.487,0.291,0.148,0.06,0.541,0.405,0.16,0.125
0,0021800341,1610612746,Clippers,LAC,LA,240:00,0.489,0.232,0.102,0.14,0.484,0.274,0.152,0.327
1,0021800341,1610612742,Mavericks,DAL,Dallas,240:00,0.484,0.274,0.152,0.309,0.489,0.232,0.102,0.175
0,0021800342,1610612759,Spurs,SAS,San Antonio,240:00,0.669,0.265,0.12,0.143,0.593,0.186,0.168,0.293
1,0021800342,1610612757,Trail Blazers,POR,Portland,240:00,0.593,0.186,0.168,0.22,0.669,0.265,0.12,0.171
0,0021800343,1610612760,Thunder,OKC,Oklahoma City,240:00,0.547,0.235,0.162,0.136,0.362,0.202,0.154,0.262
1,0021800343,1610612765,Pistons,DET,Detroit,240:00,0.362,0.202,0.154,0.138,0.547,0.235,0.162,0.227
0,0021800344,1610612744,Warriors,GSW,Golden State,240:00,0.665,0.268,0.189,0.167,0.517,0.267,0.172,0.271
1,0021800344,1610612737,Hawks,ATL,Atlanta,240:00,0.517,0.267,0.172,0.188,0.665,0.268,0.189,0.222
0,0021800345,1610612739,Cavaliers,CLE,Cleveland,240:00,0.455,0.227,0.108,0.28,0.444,0.162,0.082,0.328
1,0021800345,1610612751,Nets,BKN,Brooklyn,240:00,0.444,0.162,0.082,0.266,0.455,0.227,0.108,0.32
0,0021800346,1610612764,Wizards,WAS,Washington,240:00,0.549,0.13,0.101,0.16,0.478,0.311,0.161,0.411
1,0021800346,1610612752,Knicks,NYK,New York,240:00,0.478,0.311,0.161,0.339,0.549,0.13,0.101,0.24
0,0021800347,1610612761,Raptors,TOR,Toronto,240:00,0.523,0.138,0.166,0.149,0.511,0.27,0.191,0.327
1,0021800347,1610612743,Nuggets,DEN,Denver,240:00,0.511,0.27,0.191,0.273,0.523,0.138,0.166,0.191
0,0021800348,1610612750,Timberwolves,MIN,Minnesota,240:00,0.506,0.341,0.147,0.265,0.507,0.257,0.21,0.214
1,0021800348,1610612745,Rockets,HOU,Houston,240:00,0.507,0.257,0.21,0.167,0.506,0.341,0.147,0.367
0,0021800349,1610612740,Pelicans,NOP,New Orleans,240:00,0.603,0.239,0.071,0.217,0.639,0.361,0.119,0.27
1,0021800349,1610612746,Clippers,LAC,LA,240:00,0.639,0.361,0.119,0.189,0.603,0.239,0.071,0.239
0,0021800350,1610612754,Pacers,IND,Indiana,240:00,0.5,0.316,0.183,0.14,0.452,0.053,0.184,0.298
1,0021800350,1610612741,Bulls,CHI,Chicago,240:00,0.452,0.053,0.184,0.211,0.5,0.316,0.183,0.233
0,0021800351,1610612753,Magic,ORL,Orlando,240:00,0.523,0.233,0.152,0.22,0.484,0.055,0.172,0.352
1,0021800351,1610612748,Heat,MIA,Miami,240:00,0.484,0.055,0.172,0.296,0.523,0.233,0.152,0.36
0,0021800352,1610612757,Trail Blazers,POR,Portland,240:00,0.494,0.274,0.186,0.224,0.494,0.398,0.128,0.321
1,0021800352,1610612742,Mavericks,DAL,Dallas,240:00,0.494,0.398,0.128,0.268,0.494,0.274,0.186,0.245
0,0021800353,1610612758,Kings,SAC,Sacramento,240:00,0.601,0.381,0.127,0.214,0.506,0.241,0.201,0.333
1,0021800353,1610612756,Suns,PHX,Phoenix,240:00,0.506,0.241,0.201,0.255,0.601,0.381,0.127,0.262
0,0021800354,1610612762,Jazz,UTA,Utah,240:00,0.726,0.238,0.17,0.139,0.528,0.122,0.154,0.17
1,0021800354,1610612759,Spurs,SAS,San Antonio,240:00,0.528,0.122,0.154,0.149,0.726,0.238,0.17,0.25
0,0021800355,1610612744,Warriors,GSW,Golden State,240:00,0.635,0.282,0.094,0.225,0.5,0.258,0.103,0.264
1,0021800355,1610612739,Cavaliers,CLE,Cleveland,240:00,0.5,0.258,0.103,0.226,0.635,0.282,0.094,0.25
0,0021800356,1610612753,Magic,ORL,Orlando,265:00,0.579,0.084,0.098,0.12,0.616,0.451,0.096,0.163
1,0021800356,1610612743,Nuggets,DEN,Denver,265:00,0.616,0.451,0.096,0.093,0.579,0.084,0.098,0.18
0,0021800357,1610612764,Wizards,WAS,Washington,240:00,0.547,0.337,0.141,0.235,0.511,0.337,0.148,0.204
1,0021800357,1610612737,Hawks,ATL,Atlanta,240:00,0.511,0.337,0.148,0.148,0.547,0.337,0.141,0.294
0,0021800358,1610612760,Thunder,OKC,Oklahoma City,240:00,0.5,0.263,0.122,0.279,0.517,0.349,0.144,0.218
1,0021800358,1610612751,Nets,BKN,Brooklyn,240:00,0.517,0.349,0.144,0.182,0.5,0.263,0.122,0.361
0,0021800359,1610612761,Raptors,TOR,Toronto,240:00,0.47,0.22,0.106,0.283,0.517,0.159,0.202,0.265
1,0021800359,1610612755,76ers,PHI,Philadelphia,240:00,0.517,0.159,0.202,0.224,0.47,0.22,0.106,0.35
0,0021800360,1610612763,Grizzlies,MEM,Memphis,240:00,0.476,0.282,0.159,0.216,0.392,0.473,0.195,0.269
1,0021800360,1610612746,Clippers,LAC,LA,240:00,0.392,0.473,0.195,0.212,0.476,0.282,0.159,0.275
0,0021800361,1610612749,Bucks,MIL,Milwaukee,240:00,0.549,0.366,0.149,0.087,0.416,0.2,0.18,0.258
1,0021800361,1610612765,Pistons,DET,Detroit,240:00,0.416,0.2,0.18,0.194,0.549,0.366,0.149,0.087
0,0021800362,1610612750,Timberwolves,MIN,Minnesota,240:00,0.607,0.225,0.146,0.233,0.469,0.153,0.098,0.259
1,0021800362,1610612766,Hornets,CHA,Charlotte,240:00,0.469,0.153,0.098,0.224,0.607,0.225,0.146,0.326
0,0021800363,1610612740,Pelicans,NOP,New Orleans,240:00,0.647,0.217,0.111,0.114,0.505,0.231,0.168,0.236
1,0021800363,1610612742,Mavericks,DAL,Dallas,240:00,0.505,0.231,0.168,0.2,0.647,0.217,0.111,0.182
0,0021800364,1610612759,Spurs,SAS,San Antonio,240:00,0.484,0.208,0.105,0.208,0.557,0.375,0.111,0.2
1,0021800364,1610612747,Lakers,LAL,Los Angeles,240:00,0.557,0.375,0.111,0.12,0.484,0.208,0.105,0.283
0,0021800365,1610612752,Knicks,NYK,New York,240:00,0.462,0.22,0.165,0.246,0.603,0.217,0.088,0.227
1,0021800365,1610612738,Celtics,BOS,Boston,240:00,0.603,0.217,0.088,0.159,0.462,0.22,0.165,0.263
0,0021800366,1610612757,Trail Blazers,POR,Portland,240:00,0.535,0.318,0.169,0.271,0.412,0.154,0.165,0.259
1,0021800366,1610612756,Suns,PHX,Phoenix,240:00,0.412,0.154,0.165,0.19,0.535,0.318,0.169,0.354
0,0021800367,1610612762,Jazz,UTA,Utah,240:00,0.551,0.303,0.119,0.255,0.432,0.193,0.22,0.321
1,0021800367,1610612745,Rockets,HOU,Houston,240:00,0.432,0.193,0.22,0.25,0.551,0.303,0.119,0.362
0,0021800368,1610612743,Nuggets,DEN,Denver,240:00,0.426,0.257,0.089,0.303,0.459,0.442,0.1,0.309
1,0021800368,1610612766,Hornets,CHA,Charlotte,240:00,0.459,0.442,0.1,0.236,0.426,0.257,0.089,0.379
0,0021800369,1610612755,76ers,PHI,Philadelphia,240:00,0.539,0.233,0.155,0.255,0.455,0.416,0.169,0.436
1,0021800369,1610612765,Pistons,DET,Detroit,240:00,0.455,0.416,0.169,0.309,0.539,0.233,0.155,0.277
0,0021800370,1610612753,Magic,ORL,Orlando,240:00,0.449,0.146,0.157,0.164,0.522,0.194,0.1,0.235
1,0021800370,1610612754,Pacers,IND,Indiana,240:00,0.522,0.194,0.1,0.216,0.449,0.146,0.157,0.2
0,0021800371,1610612761,Raptors,TOR,Toronto,265:00,0.455,0.326,0.135,0.107,0.495,0.133,0.186,0.316
1,0021800371,1610612751,Nets,BKN,Brooklyn,265:00,0.495,0.133,0.186,0.281,0.455,0.326,0.135,0.179
0,0021800372,1610612758,Kings,SAC,Sacramento,240:00,0.638,0.071,0.09,0.227,0.593,0.235,0.179,0.268
1,0021800372,1610612739,Cavaliers,CLE,Cleveland,240:00,0.593,0.235,0.179,0.171,0.638,0.071,0.09,0.318
0,0021800373,1610612760,Thunder,OKC,Oklahoma City,240:00,0.511,0.255,0.195,0.25,0.598,0.28,0.194,0.159
1,0021800373,1610612741,Bulls,CHI,Chicago,240:00,0.598,0.28,0.194,0.114,0.511,0.255,0.195,0.357
0,0021800374,1610612740,Pelicans,NOP,New Orleans,240:00,0.494,0.286,0.176,0.208,0.518,0.337,0.114,0.261
1,0021800374,1610612763,Grizzlies,MEM,Memphis,240:00,0.518,0.337,0.114,0.217,0.494,0.286,0.176,0.271
0,0021800375,1610612759,Spurs,SAS,San Antonio,240:00,0.577,0.363,0.094,0.191,0.515,0.21,0.083,0.214
1,0021800375,1610612747,Lakers,LAL,Los Angeles,240:00,0.515,0.21,0.083,0.179,0.577,0.363,0.094,0.191
0,0021800376,1610612756,Suns,PHX,Phoenix,240:00,0.544,0.203,0.204,0.093,0.576,0.209,0.12,0.156
1,0021800376,1610612748,Heat,MIA,Miami,240:00,0.576,0.209,0.12,0.133,0.544,0.203,0.204,0.186
0,0021800377,1610612749,Bucks,MIL,Milwaukee,240:00,0.429,0.25,0.179,0.25,0.556,0.079,0.173,0.18
1,0021800377,1610612744,Warriors,GSW,Golden State,240:00,0.556,0.079,0.173,0.12,0.429,0.25,0.179,0.317
0,0021800378,1610612745,Rockets,HOU,Houston,240:00,0.541,0.151,0.128,0.208,0.566,0.193,0.183,0.386
1,0021800378,1610612742,Mavericks,DAL,Dallas,240:00,0.566,0.193,0.183,0.318,0.541,0.151,0.128,0.313
0,0021800379,1610612758,Kings,SAC,Sacramento,240:00,0.472,0.167,0.142,0.226,0.478,0.239,0.164,0.396
1,0021800379,1610612754,Pacers,IND,Indiana,240:00,0.478,0.239,0.164,0.283,0.472,0.167,0.142,0.302
0,0021800380,1610612743,Nuggets,DEN,Denver,240:00,0.418,0.216,0.136,0.175,0.511,0.172,0.165,0.286
