,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
0,0021800112,1610612743,Nuggets,DEN,Denver,240:00,0.541,0.247,0.13,0.311,0.44,0.229,0.152,0.347
1,0021800112,1610612739,Cavaliers,CLE,Cleveland,240:00,0.44,0.229,0.152,0.265,0.541,0.247,0.13,0.422
0,0021800113,1610612755,76ers,PHI,Philadelphia,240:00,0.543,0.301,0.144,0.189,0.494,0.384,0.163,0.286
1,0021800113,1610612746,Clippers,LAC,LA,240:00,0.494,0.384,0.163,0.163,0.543,0.301,0.144,0.264
0,0021800114,1610612758,Kings,SAC,Sacramento,240:00,0.612,0.327,0.121,0.208,0.529,0.391,0.193,0.28
1,0021800114,1610612737,Hawks,ATL,Atlanta,240:00,0.529,0.391,0.193,0.2,0.612,0.327,0.121,0.271
0,0021800115,1610612749,Bucks,MIL,Milwaukee,240:00,0.535,0.353,0.134,0.163,0.576,0.141,0.127,0.255
1,0021800115,1610612738,Celtics,BOS,Boston,240:00,0.576,0.141,0.127,0.157,0.535,0.353,0.134,0.245
0,0021800116,1610612757,Trail Blazers,POR,Portland,240:00,0.609,0.356,0.131,0.174,0.468,0.394,0.119,0.305
1,0021800116,1610612740,Pelicans,NOP,New Orleans,240:00,0.468,0.394,0.119,0.237,0.609,0.356,0.131,0.283
0,0021800117,1610612753,Magic,ORL,Orlando,240:00,0.467,0.211,0.1,0.145,0.552,0.384,0.134,0.347
1,0021800117,1610612746,Clippers,LAC,LA,240:00,0.552,0.384,0.134,0.204,0.467,0.211,0.1,0.218
0,0021800118,1610612745,Rockets,HOU,Houston,240:00,0.584,0.386,0.095,0.234,0.582,0.235,0.124,0.333
1,0021800118,1610612751,Nets,BKN,Brooklyn,240:00,0.582,0.235,0.124,0.188,0.584,0.386,0.095,0.319
0,0021800119,1610612764,Wizards,WAS,Washington,240:00,0.564,0.209,0.178,0.14,0.657,0.302,0.126,0.216
1,0021800119,1610612760,Thunder,OKC,Oklahoma City,240:00,0.657,0.302,0.126,0.189,0.564,0.209,0.178,0.233
0,0021800120,1610612754,Pacers,IND,Indiana,240:00,0.512,0.259,0.114,0.191,0.545,0.101,0.146,0.292
1,0021800120,1610612741,Bulls,CHI,Chicago,240:00,0.545,0.101,0.146,0.229,0.512,0.259,0.114,0.277
0,0021800121,1610612752,Knicks,NYK,New York,240:00,0.589,0.31,0.123,0.233,0.562,0.296,0.191,0.34
1,0021800121,1610612742,Mavericks,DAL,Dallas,240:00,0.562,0.296,0.191,0.234,0.589,0.31,0.123,0.302
0,0021800122,1610612762,Jazz,UTA,Utah,240:00,0.558,0.325,0.152,0.222,0.593,0.453,0.12,0.227
1,0021800122,1610612763,Grizzlies,MEM,Memphis,240:00,0.593,0.453,0.12,0.205,0.558,0.325,0.152,0.289
0,0021800123,1610612761,Raptors,TOR,Toronto,240:00,0.58,0.259,0.143,0.133,0.484,0.198,0.155,0.321
1,0021800123,1610612756,Suns,PHX,Phoenix,240:00,0.484,0.198,0.155,0.226,0.58,0.259,0.143,0.156
0,0021800124,1610612750,Timberwolves,MIN,Minnesota,240:00,0.441,0.139,0.048,0.123,0.563,0.25,0.157,0.298
1,0021800124,1610612744,Warriors,GSW,Golden State,240:00,0.563,0.25,0.157,0.255,0.441,0.139,0.048,0.185
0,0021800125,1610612755,76ers,PHI,Philadelphia,240:00,0.471,0.739,0.169,0.067,0.428,0.494,0.153,0.214
1,0021800125,1610612765,Pistons,DET,Detroit,240:00,0.428,0.494,0.153,0.125,0.471,0.739,0.169,0.111
0,0021800126,1610612739,Cavaliers,CLE,Cleveland,240:00,0.494,0.185,0.151,0.065,0.626,0.143,0.15,0.359
1,0021800126,1610612766,Hornets,CHA,Charlotte,240:00,0.626,0.143,0.15,0.308,0.494,0.185,0.151,0.13
0,0021800127,1610612754,Pacers,IND,Indiana,240:00,0.483,0.291,0.127,0.148,0.54,0.102,0.146,0.216
1,0021800127,1610612738,Celtics,BOS,Boston,240:00,0.54,0.102,0.146,0.196,0.483,0.291,0.127,0.296
0,0021800128,1610612748,Heat,MIA,Miami,240:00,0.576,0.306,0.177,0.277,0.597,0.261,0.166,0.326
1,0021800128,1610612737,Hawks,ATL,Atlanta,240:00,0.597,0.261,0.166,0.174,0.576,0.306,0.177,0.319
0,0021800129,1610612745,Rockets,HOU,Houston,240:00,0.5,0.241,0.188,0.2,0.437,0.38,0.194,0.14
1,0021800129,1610612741,Bulls,CHI,Chicago,240:00,0.437,0.38,0.194,0.093,0.5,0.241,0.188,0.28
0,0021800130,1610612759,Spurs,SAS,San Antonio,240:00,0.51,0.146,0.087,0.154,0.506,0.39,0.16,0.2
1,0021800130,1610612740,Pelicans,NOP,New Orleans,240:00,0.506,0.39,0.16,0.133,0.51,0.146,0.087,0.192
0,0021800131,1610612762,Jazz,UTA,Utah,240:00,0.444,0.296,0.137,0.189,0.548,0.229,0.169,0.283
1,0021800131,1610612743,Nuggets,DEN,Denver,240:00,0.548,0.229,0.169,0.174,0.444,0.296,0.137,0.189
0,0021800132,1610612757,Trail Blazers,POR,Portland,240:00,0.452,0.212,0.125,0.25,0.57,0.291,0.185,0.227
1,0021800132,1610612747,Lakers,LAL,Los Angeles,240:00,0.57,0.291,0.185,0.205,0.452,0.212,0.125,0.313
0,0021800133,1610612758,Kings,SAC,Sacramento,240:00,0.516,0.232,0.134,0.133,0.6,0.347,0.116,0.275
1,0021800133,1610612749,Bucks,MIL,Milwaukee,240:00,0.6,0.347,0.116,0.196,0.516,0.232,0.134,0.183
0,0021800134,1610612755,76ers,PHI,Philadelphia,240:00,0.508,0.631,0.274,0.25,0.519,0.171,0.084,0.345
1,0021800134,1610612751,Nets,BKN,Brooklyn,240:00,0.519,0.171,0.084,0.259,0.508,0.631,0.274,0.278
0,0021800135,1610612764,Wizards,WAS,Washington,240:00,0.47,0.47,0.132,0.273,0.446,0.172,0.19,0.364
1,0021800135,1610612752,Knicks,NYK,New York,240:00,0.446,0.172,0.19,0.273,0.47,0.47,0.132,0.309
0,0021800137,1610612759,Spurs,SAS,San Antonio,240:00,0.5,0.284,0.11,0.196,0.571,0.198,0.093,0.277
1,0021800137,1610612753,Magic,ORL,Orlando,240:00,0.571,0.198,0.093,0.234,0.5,0.284,0.11,0.294
0,0021800136,1610612756,Suns,PHX,Phoenix,240:00,0.625,0.406,0.262,0.156,0.52,0.382,0.14,0.233
1,0021800136,1610612763,Grizzlies,MEM,Memphis,240:00,0.52,0.382,0.14,0.209,0.625,0.406,0.262,0.313
0,0021800138,1610612757,Trail Blazers,POR,Portland,240:00,0.483,0.372,0.17,0.347,0.349,0.226,0.11,0.242
1,0021800138,1610612750,Timberwolves,MIN,Minnesota,240:00,0.349,0.226,0.11,0.197,0.483,0.372,0.17,0.408
0,0021800139,1610612761,Raptors,TOR,Toronto,240:00,0.551,0.143,0.125,0.265,0.494,0.341,0.148,0.208
1,0021800139,1610612747,Lakers,LAL,Los Angeles,240:00,0.494,0.341,0.148,0.125,0.551,0.143,0.125,0.306
0,0021800140,1610612748,Heat,MIA,Miami,265:00,0.51,0.316,0.142,0.153,0.462,0.267,0.165,0.358
1,0021800140,1610612765,Pistons,DET,Detroit,265:00,0.462,0.267,0.165,0.313,0.51,0.316,0.142,0.271
0,0021800141,1610612754,Pacers,IND,Indiana,240:00,0.493,0.4,0.165,0.146,0.546,0.211,0.179,0.186
1,0021800141,1610612745,Rockets,HOU,Houston,240:00,0.546,0.211,0.179,0.116,0.493,0.4,0.165,0.25
0,0021800142,1610612753,Magic,ORL,Orlando,240:00,0.511,0.172,0.152,0.2,0.575,0.15,0.189,0.22
1,0021800142,1610612739,Cavaliers,CLE,Cleveland,240:00,0.575,0.15,0.189,0.195,0.511,0.172,0.152,0.28
0,0021800143,1610612752,Knicks,NYK,New York,290:00,0.42,0.274,0.155,0.313,0.495,0.316,0.164,0.232
1,0021800143,1610612741,Bulls,CHI,Chicago,290:00,0.495,0.316,0.164,0.196,0.42,0.274,0.155,0.358
0,0021800144,1610612760,Thunder,OKC,Oklahoma City,240:00,0.538,0.333,0.109,0.18,0.542,0.357,0.196,0.304
1,0021800144,1610612740,Pelicans,NOP,New Orleans,240:00,0.542,0.357,0.196,0.239,0.538,0.333,0.109,0.28
0,0021800145,1610612743,Nuggets,DEN,Denver,240:00,0.528,0.311,0.13,0.278,0.557,0.138,0.123,0.2
1,0021800145,1610612738,Celtics,BOS,Boston,240:00,0.557,0.138,0.123,0.156,0.528,0.311,0.13,0.37
0,0021800146,1610612762,Jazz,UTA,Utah,240:00,0.488,0.477,0.115,0.226,0.645,0.163,0.15,0.211
1,0021800146,1610612761,Raptors,TOR,Toronto,240:00,0.645,0.163,0.15,0.184,0.488,0.477,0.115,0.321
0,0021800147,1610612763,Grizzlies,MEM,Memphis,240:00,0.512,0.253,0.102,0.085,0.586,0.284,0.135,0.275
1,0021800147,1610612744,Warriors,GSW,Golden State,240:00,0.586,0.284,0.135,0.2,0.512,0.253,0.102,0.17
0,0021800148,1610612750,Timberwolves,MIN,Minnesota,240:00,0.5,0.353,0.109,0.17,0.568,0.25,0.124,0.304
1,0021800148,1610612746,Clippers,LAC,LA,240:00,0.568,0.25,0.124,0.283,0.5,0.353,0.109,0.277
0,0021800149,1610612766,Hornets,CHA,Charlotte,240:00,0.56,0.196,0.186,0.163,0.518,0.212,0.204,0.178
1,0021800149,1610612737,Hawks,ATL,Atlanta,240:00,0.518,0.212,0.204,0.156,0.56,0.196,0.186,0.347
0,0021800150,1610612764,Wizards,WAS,Washington,240:00,0.489,0.23,0.099,0.098,0.567,0.329,0.177,0.302
1,0021800150,1610612742,Mavericks,DAL,Dallas,240:00,0.567,0.329,0.177,0.233,0.489,0.23,0.099,0.176
0,0021800151,1610612756,Suns,PHX,Phoenix,240:00,0.401,0.247,0.198,0.161,0.495,0.207,0.103,0.255
1,0021800151,1610612751,Nets,BKN,Brooklyn,240:00,0.495,0.207,0.103,0.236,0.401,0.247,0.198,0.268
0,0021800152,1610612757,Trail Blazers,POR,Portland,240:00,0.621,0.088,0.126,0.239,0.522,0.087,0.126,0.245
1,0021800152,1610612749,Bucks,MIL,Milwaukee,240:00,0.522,0.087,0.126,0.226,0.621,0.088,0.126,0.261
0,0021800153,1610612760,Thunder,OKC,Oklahoma City,240:00,0.458,0.31,0.119,0.135,0.421,0.146,0.195,0.276
1,0021800153,1610612739,Cavaliers,CLE,Cleveland,240:00,0.421,0.146,0.195,0.207,0.458,0.31,0.119,0.212
0,0021800154,1610612753,Magic,ORL,Orlando,240:00,0.511,0.103,0.198,0.125,0.472,0.222,0.189,0.302
1,0021800154,1610612765,Pistons,DET,Detroit,240:00,0.472,0.222,0.189,0.245,0.511,0.103,0.198,0.188
0,0021800155,1610612752,Knicks,NYK,New York,240:00,0.513,0.61,0.172,0.229,0.462,0.315,0.159,0.31
1,0021800155,1610612737,Hawks,ATL,Atlanta,240:00,0.462,0.315,0.159,0.259,0.513,0.61,0.172,0.333
0,0021800156,1610612759,Spurs,SAS,San Antonio,240:00,0.399,0.149,0.12,0.188,0.441,0.194,0.13,0.333
1,0021800156,1610612748,Heat,MIA,Miami,240:00,0.441,0.194,0.13,0.233,0.399,0.149,0.12,0.266
0,0021800157,1610612755,76ers,PHI,Philadelphia,240:00,0.519,0.278,0.169,0.114,0.436,0.181,0.114,0.241
1,0021800157,1610612754,Pacers,IND,Indiana,240:00,0.436,0.181,0.114,0.138,0.519,0.278,0.169,0.136
0,0021800158,1610612763,Grizzlies,MEM,Memphis,240:00,0.486,0.357,0.198,0.2,0.439,0.232,0.197,0.392
1,0021800158,1610612743,Nuggets,DEN,Denver,240:00,0.439,0.232,0.197,0.255,0.486,0.357,0.198,0.3
0,0021800159,1610612740,Pelicans,NOP,New Orleans,240:00,0.505,0.181,0.142,0.196,0.443,0.177,0.111,0.25
1,0021800159,1610612741,Bulls,CHI,Chicago,240:00,0.443,0.177,0.111,0.117,0.505,0.181,0.142,0.268
0,0021800160,1610612762,Jazz,UTA,Utah,240:00,0.556,0.292,0.115,0.16,0.452,0.548,0.241,0.326
1,0021800160,1610612742,Mavericks,DAL,Dallas,240:00,0.452,0.548,0.241,0.261,0.556,0.292,0.115,0.22
0,0021800161,1610612761,Raptors,TOR,Toronto,240:00,0.522,0.258,0.203,0.265,0.523,0.205,0.143,0.146
1,0021800161,1610612758,Kings,SAC,Sacramento,240:00,0.523,0.205,0.143,0.125,0.522,0.258,0.203,0.367
0,0021800162,1610612750,Timberwolves,MIN,Minnesota,240:00,0.56,0.099,0.16,0.22,0.566,0.154,0.158,0.313
1,0021800162,1610612747,Lakers,LAL,Los Angeles,240:00,0.566,0.154,0.158,0.25,0.56,0.099,0.16,0.26
0,0021800163,1610612760,Thunder,OKC,Oklahoma City,240:00,0.5,0.296,0.16,0.271,0.445,0.122,0.186,0.278
1,0021800163,1610612745,Rockets,HOU,Houston,240:00,0.445,0.122,0.186,0.222,0.5,0.296,0.16,0.375
0,0021800164,1610612756,Suns,PHX,Phoenix,265:00,0.5,0.204,0.133,0.074,0.474,0.32,0.146,0.328
1,0021800164,1610612738,Celtics,BOS,Boston,265:00,0.474,0.32,0.146,0.279,0.5,0.204,0.133,0.148
0,0021800165,1610612757,Trail Blazers,POR,Portland,240:00,0.464,0.289,0.068,0.241,0.506,0.225,0.072,0.2
1,0021800165,1610612746,Clippers,LAC,LA,240:00,0.506,0.225,0.072,0.14,0.464,0.289,0.068,0.362
0,0021800166,1610612749,Bucks,MIL,Milwaukee,240:00,0.559,0.267,0.107,0.25,0.54,0.253,0.169,0.25
1,0021800166,1610612744,Warriors,GSW,Golden State,240:00,0.54,0.253,0.169,0.167,0.559,0.267,0.107,0.385
0,0021800167,1610612764,Wizards,WAS,Washington,240:00,0.579,0.232,0.184,0.14,0.587,0.221,0.159,0.286
1,0021800167,1610612753,Magic,ORL,Orlando,240:00,0.587,0.221,0.159,0.238,0.579,0.232,0.184,0.233
0,0021800168,1610612755,76ers,PHI,Philadelphia,265:00,0.543,0.436,0.147,0.236,0.464,0.364,0.058,0.315
1,0021800168,1610612766,Hornets,CHA,Charlotte,265:00,0.464,0.364,0.058,0.192,0.543,0.436,0.147,0.327
0,0021800169,1610612765,Pistons,DET,Detroit,240:00,0.577,0.196,0.103,0.179,0.5,0.506,0.154,0.234
1,0021800169,1610612737,Hawks,ATL,Atlanta,240:00,0.5,0.506,0.154,0.191,0.577,0.196,0.103,0.214
0,0021800170,1610612748,Heat,MIA,Miami,240:00,0.538,0.338,0.225,0.18,0.589,0.367,0.173,0.25
1,0021800170,1610612754,Pacers,IND,Indiana,240:00,0.589,0.367,0.173,0.15,0.538,0.338,0.225,0.28
0,0021800171,1610612743,Nuggets,DEN,Denver,240:00,0.489,0.391,0.13,0.288,0.477,0.477,0.078,0.263
1,0021800171,1610612751,Nets,BKN,Brooklyn,240:00,0.477,0.477,0.078,0.211,0.489,0.391,0.13,0.365
0,0021800172,1610612762,Jazz,UTA,Utah,240:00,0.643,0.39,0.171,0.222,0.54,0.25,0.079,0.2
1,0021800172,1610612738,Celtics,BOS,Boston,240:00,0.54,0.25,0.079,0.1,0.643,0.39,0.171,0.333
0,0021800173,1610612758,Kings,SAC,Sacramento,240:00,0.516,0.305,0.12,0.214,0.452,0.33,0.155,0.322
1,0021800173,1610612750,Timberwolves,MIN,Minnesota,240:00,0.452,0.33,0.155,0.254,0.516,0.305,0.12,0.268
0,0021800174,1610612761,Raptors,TOR,Toronto,240:00,0.62,0.506,0.151,0.273,0.49,0.229,0.135,0.364
1,0021800174,1610612752,Knicks,NYK,New York,240:00,0.49,0.229,0.135,0.291,0.62,0.506,0.151,0.273
0,0021800175,1610612749,Bucks,MIL,Milwaukee,265:00,0.524,0.219,0.145,0.246,0.535,0.273,0.151,0.25
1,0021800175,1610612746,Clippers,LAC,LA,265:00,0.535,0.273,0.151,0.179,0.524,0.219,0.145,0.279
0,0021800176,1610612756,Suns,PHX,Phoenix,240:00,0.465,0.233,0.167,0.192,0.552,0.337,0.179,0.396
1,0021800176,1610612740,Pelicans,NOP,New Orleans,240:00,0.552,0.337,0.179,0.333,0.465,0.233,0.167,0.231
0,0021800177,1610612764,Wizards,WAS,Washington,240:00,0.53,0.458,0.16,0.34,0.511,0.295,0.182,0.333
1,0021800177,1610612748,Heat,MIA,Miami,240:00,0.511,0.295,0.182,0.259,0.53,0.458,0.16,0.362
0,0021800178,1610612739,Cavaliers,CLE,Cleveland,240:00,0.473,0.198,0.125,0.273,0.518,0.256,0.113,0.149
1,0021800178,1610612741,Bulls,CHI,Chicago,240:00,0.518,0.256,0.113,0.106,0.473,0.198,0.125,0.327
0,0021800179,1610612755,76ers,PHI,Philadelphia,265:00,0.565,0.188,0.215,0.186,0.49,0.146,0.104,0.295
1,0021800179,1610612763,Grizzlies,MEM,Memphis,265:00,0.49,0.146,0.104,0.246,0.565,0.188,0.215,0.256
0,0021800180,1610612759,Spurs,SAS,San Antonio,240:00,0.514,0.365,0.17,0.178,0.383,0.322,0.084,0.281
1,0021800180,1610612745,Rockets,HOU,Houston,240:00,0.383,0.322,0.084,0.234,0.514,0.365,0.17,0.2
0,0021800182,1610612744,Warriors,GSW,Golden State,240:00,0.596,0.253,0.104,0.15,0.513,0.377,0.162,0.289
1,0021800182,1610612751,Nets,BKN,Brooklyn,240:00,0.513,0.377,0.162,0.267,0.596,0.253,0.104,0.275
0,0021800181,1610612760,Thunder,OKC,Oklahoma City,240:00,0.438,0.186,0.169,0.406,0.649,0.221,0.166,0.25
1,0021800181,1610612742,Mavericks,DAL,Dallas,240:00,0.649,0.221,0.166,0.111,0.438,0.186,0.169,0.438
0,0021800183,1610612758,Kings,SAC,Sacramento,240:00,0.38,0.217,0.178,0.206,0.475,0.172,0.152,0.349
1,0021800183,1610612747,Lakers,LAL,Los Angeles,240:00,0.475,0.172,0.152,0.27,0.38,0.217,0.178,0.286
0,0021800184,1610612765,Pistons,DET,Detroit,240:00,0.423,0.183,0.1,0.319,0.571,0.212,0.121,0.238
1,0021800184,1610612766,Hornets,CHA,Charlotte,240:00,0.571,0.212,0.121,0.143,0.423,0.183,0.1,0.391
0,0021800185,1610612754,Pacers,IND,Indiana,240:00,0.532,0.333,0.133,0.116,0.622,0.432,0.175,0.25
1,0021800185,1610612745,Rockets,HOU,Houston,240:00,0.622,0.432,0.175,0.182,0.532,0.333,0.133,0.256
0,0021800186,1610612753,Magic,ORL,Orlando,240:00,0.536,0.112,0.106,0.185,0.381,0.341,0.177,0.295
1,0021800186,1610612752,Knicks,NYK,New York,240:00,0.381,0.341,0.177,0.213,0.536,0.112,0.106,0.204
0,0021800187,1610612749,Bucks,MIL,Milwaukee,240:00,0.673,0.155,0.133,0.128,0.562,0.225,0.102,0.24
1,0021800187,1610612743,Nuggets,DEN,Denver,240:00,0.562,0.225,0.102,0.2,0.673,0.155,0.133,0.154
0,0021800188,1610612757,Trail Blazers,POR,Portland,240:00,0.535,0.116,0.218,0.313,0.462,0.108,0.131,0.281
1,0021800188,1610612738,Celtics,BOS,Boston,240:00,0.462,0.108,0.131,0.193,0.535,0.116,0.218,0.333
0,0021800189,1610612747,Lakers,LAL,Los Angeles,240:00,0.5,0.261,0.212,0.298,0.5,0.137,0.173,0.273
1,0021800189,1610612737,Hawks,ATL,Atlanta,240:00,0.5,0.137,0.173,0.182,0.5,0.261,0.212,0.386
0,0021800190,1610612764,Wizards,WAS,Washington,240:00,0.589,0.418,0.122,0.171,0.567,0.124,0.132,0.271
1,0021800190,1610612753,Magic,ORL,Orlando,240:00,0.567,0.124,0.132,0.167,0.589,0.418,0.122,0.317
0,0021800191,1610612755,76ers,PHI,Philadelphia,240:00,0.56,0.47,0.1,0.213,0.565,0.429,0.152,0.227
1,0021800191,1610612748,Heat,MIA,Miami,240:00,0.565,0.429,0.152,0.182,0.56,0.47,0.1,0.277
0,0021800192,1610612761,Raptors,TOR,Toronto,240:00,0.469,0.227,0.105,0.22,0.596,0.131,0.125,0.367
1,0021800192,1610612740,Pelicans,NOP,New Orleans,240:00,0.596,0.131,0.125,0.286,0.469,0.227,0.105,0.288
0,0021800193,1610612742,Mavericks,DAL,Dallas,240:00,0.532,0.367,0.191,0.143,0.438,0.247,0.158,0.204
1,0021800193,1610612741,Bulls,CHI,Chicago,240:00,0.438,0.247,0.158,0.148,0.532,0.367,0.191,0.204
0,0021800194,1610612762,Jazz,UTA,Utah,240:00,0.445,0.366,0.154,0.245,0.443,0.291,0.165,0.229
1,0021800194,1610612763,Grizzlies,MEM,Memphis,240:00,0.443,0.291,0.165,0.167,0.445,0.366,0.154,0.321
0,0021800195,1610612750,Timberwolves,MIN,Minnesota,240:00,0.588,0.388,0.214,0.237,0.485,0.218,0.124,0.313
1,0021800195,1610612751,Nets,BKN,Brooklyn,240:00,0.485,0.218,0.124,0.297,0.588,0.388,0.214,0.395
0,0021800196,1610612756,Suns,PHX,Phoenix,240:00,0.525,0.235,0.185,0.233,0.538,0.217,0.136,0.4
1,0021800196,1610612760,Thunder,OKC,Oklahoma City,240:00,0.538,0.217,0.136,0.24,0.525,0.235,0.185,0.279
0,0021800197,1610612759,Spurs,SAS,San Antonio,240:00,0.494,0.184,0.15,0.176,0.564,0.14,0.134,0.196
1,0021800197,1610612758,Kings,SAC,Sacramento,240:00,0.564,0.14,0.134,0.152,0.494,0.184,0.15,0.235
0,0021800198,1610612746,Clippers,LAC,LA,265:00,0.5,0.374,0.145,0.118,0.532,0.245,0.154,0.204
1,0021800198,1610612744,Warriors,GSW,Golden State,265:00,0.532,0.245,0.154,0.204,0.5,0.374,0.145,0.235
0,0021800199,1610612739,Cavaliers,CLE,Cleveland,240:00,0.606,0.141,0.208,0.333,0.389,0.2,0.09,0.246
1,0021800199,1610612766,Hornets,CHA,Charlotte,240:00,0.389,0.2,0.09,0.185,0.606,0.141,0.208,0.357
0,0021800200,1610612745,Rockets,HOU,Houston,240:00,0.641,0.366,0.164,0.162,0.572,0.211,0.174,0.3
1,0021800200,1610612743,Nuggets,DEN,Denver,240:00,0.572,0.211,0.174,0.175,0.641,0.366,0.164,0.297
0,0021800201,1610612744,Warriors,GSW,Golden State,240:00,0.495,0.231,0.13,0.25,0.517,0.169,0.166,0.231
1,0021800201,1610612737,Hawks,ATL,Atlanta,240:00,0.517,0.169,0.166,0.192,0.495,0.231,0.13,0.269
0,0021800202,1610612755,76ers,PHI,Philadelphia,240:00,0.558,0.174,0.154,0.213,0.575,0.275,0.115,0.167
1,0021800202,1610612753,Magic,ORL,Orlando,240:00,0.575,0.275,0.115,0.119,0.558,0.174,0.154,0.255
0,0021800203,1610612764,Wizards,WAS,Washington,240:00,0.549,0.283,0.164,0.226,0.481,0.403,0.227,0.283
1,0021800203,1610612739,Cavaliers,CLE,Cleveland,240:00,0.481,0.403,0.227,0.196,0.549,0.283,0.164,0.34
0,0021800204,1610612741,Bulls,CHI,Chicago,240:00,0.435,0.107,0.214,0.137,0.55,0.156,0.137,0.167
1,0021800204,1610612738,Celtics,BOS,Boston,240:00,0.55,0.156,0.137,0.167,0.435,0.107,0.214,0.157
0,0021800205,1610612748,Heat,MIA,Miami,240:00,0.588,0.329,0.165,0.136,0.446,0.238,0.136,0.317
1,0021800205,1610612751,Nets,BKN,Brooklyn,240:00,0.446,0.238,0.136,0.254,0.588,0.329,0.165,0.205
0,0021800206,1610612761,Raptors,TOR,Toronto,240:00,0.511,0.185,0.186,0.24,0.538,0.143,0.167,0.22
1,0021800206,1610612765,Pistons,DET,Detroit,240:00,0.538,0.143,0.167,0.14,0.511,0.185,0.186,0.32
0,0021800207,1610612749,Bucks,MIL,Milwaukee,240:00,0.562,0.333,0.16,0.209,0.59,0.289,0.135,0.205
1,0021800207,1610612763,Grizzlies,MEM,Memphis,240:00,0.59,0.289,0.135,0.091,0.562,0.333,0.16,0.256
0,0021800208,1610612740,Pelicans,NOP,New Orleans,240:00,0.473,0.191,0.164,0.179,0.489,0.267,0.152,0.255
1,0021800208,1610612750,Timberwolves,MIN,Minnesota,240:00,0.489,0.267,0.152,0.2,0.473,0.191,0.164,0.286
0,0021800209,1610612760,Thunder,OKC,Oklahoma City,240:00,0.621,0.126,0.155,0.283,0.483,0.261,0.168,0.25
1,0021800209,1610612752,Knicks,NYK,New York,240:00,0.483,0.261,0.168,0.173,0.621,0.126,0.155,0.348
0,0021800210,1610612762,Jazz,UTA,Utah,240:00,0.346,0.235,0.213,0.133,0.662,0.312,0.199,0.222
1,0021800210,1610612742,Mavericks,DAL,Dallas,240:00,0.662,0.312,0.199,0.194,0.346,0.235,0.213,0.217
0,0021800211,1610612759,Spurs,SAS,San Antonio,240:00,0.464,0.289,0.183,0.26,0.649,0.095,0.162,0.158
1,0021800211,1610612756,Suns,PHX,Phoenix,240:00,0.649,0.095,0.162,0.132,0.464,0.289,0.183,0.32
0,0021800212,1610612757,Trail Blazers,POR,Portland,240:00,0.516,0.247,0.14,0.204,0.554,0.28,0.122,0.275
1,0021800212,1610612747,Lakers,LAL,Los Angeles,240:00,0.554,0.28,0.122,0.216,0.516,0.247,0.14,0.278
0,0021800213,1610612745,Rockets,HOU,Houston,240:00,0.494,0.299,0.087,0.25,0.447,0.289,0.187,0.37
1,0021800213,1610612744,Warriors,GSW,Golden State,240:00,0.447,0.289,0.187,0.261,0.494,0.299,0.087,0.393
0,0021800214,1610612743,Nuggets,DEN,Denver,240:00,0.633,0.266,0.138,0.262,0.397,0.293,0.176,0.254
1,0021800214,1610612737,Hawks,ATL,Atlanta,240:00,0.397,0.293,0.176,0.238,0.633,0.266,0.138,0.333
0,0021800215,1610612759,Spurs,SAS,San Antonio,240:00,0.446,0.245,0.049,0.238,0.518,0.412,0.116,0.286
1,0021800215,1610612746,Clippers,LAC,LA,240:00,0.518,0.412,0.116,0.184,0.446,0.245,0.049,0.317
0,0021800216,1610612761,Raptors,TOR,Toronto,265:00,0.474,0.299,0.124,0.186,0.579,0.27,0.166,0.227
1,0021800216,1610612738,Celtics,BOS,Boston,265:00,0.579,0.27,0.166,0.205,0.474,0.299,0.124,0.288
0,0021800217,1610612748,Heat,MIA,Miami,240:00,0.452,0.108,0.176,0.217,0.531,0.185,0.185,0.13
1,0021800217,1610612754,Pacers,IND,Indiana,240:00,0.531,0.185,0.185,0.087,0.452,0.108,0.176,0.25
0,0021800218,1610612762,Jazz,UTA,Utah,240:00,0.489,0.42,0.121,0.192,0.574,0.395,0.175,0.298
1,0021800218,1610612755,76ers,PHI,Philadelphia,240:00,0.574,0.395,0.175,0.213,0.489,0.42,0.121,0.346
0,0021800219,1610612764,Wizards,WAS,Washington,240:00,0.443,0.391,0.126,0.226,0.472,0.422,0.114,0.345
1,0021800219,1610612751,Nets,BKN,Brooklyn,240:00,0.472,0.422,0.114,0.236,0.443,0.391,0.126,0.283
0,0021800220,1610612758,Kings,SAC,Sacramento,240:00,0.538,0.3,0.205,0.196,0.571,0.282,0.156,0.255
1,0021800220,1610612763,Grizzlies,MEM,Memphis,240:00,0.571,0.282,0.156,0.191,0.538,0.3,0.205,0.304
0,0021800221,1610612757,Trail Blazers,POR,Portland,240:00,0.466,0.227,0.173,0.208,0.565,0.12,0.12,0.224
1,0021800221,1610612750,Timberwolves,MIN,Minnesota,240:00,0.565,0.12,0.12,0.184,0.466,0.227,0.173,0.302
0,0021800222,1610612752,Knicks,NYK,New York,240:00,0.546,0.245,0.119,0.214,0.535,0.323,0.128,0.345
1,0021800222,1610612740,Pelicans,NOP,New Orleans,240:00,0.535,0.323,0.128,0.2,0.546,0.245,0.119,0.214
